query_id	doc_id	score
q102	383	1
q103	1239	1
q103	1313	1
q103	1320	1
q103	1321	1
q103	1335	1
q103	1337	1
q103	1338	1
q103	1342	1
q103	1351	1
q103	1365	1
q103	1266	1
q103	1267	1
q104	330	1
q104	345	1
q104	354	1
q104	355	1
q104	359	1
q104	383	1
q105	1917	1
q106	330	1
q106	330	1
q106	345	1
q106	355	1
q106	359	1
q106	383	1
q107	330	1
q107	330	1
q107	345	1
q107	355	1
q107	359	1
q107	383	1
q108	107	1
q109	1243	1
q109	1267	1
q109	1320	1
q109	1338	1
q109	1238	1
q109	832	1
q109	852	1
q109	852a	1
q109	1875	1
q109	1871	1
q109	1457	1
q109	1458	1
q110	1865	1
q111	1888	1
q112	1888	1
q113	1365	1
q113	1366	1
q113	921	1
q114	330	1
q114	330	1
q114	345	1
q114	355	1
q114	359	1
q114	383	1
q115	1365	1
q115	1338	1
q115	1868	1
q115	1917	1
q115	1320	1
q116	1338	1
q116	1320	1
q116	1365	1
q117	1365	1
q117	1366	1
q117	1371	1
q117	1320	1
q117	1338	1
q117	1866	1
q117	1923	1
q117	1925	1
q118	1865	1
q118	1365	1
q119	1365	1
q120	433	1
q120	434	1
q120	436	1
q120	440	1
q120	462	1
q121	1365	1
q122	330	1
q122	345	1
q122	355	1
q122	359	1
q122	383	1
q123	1340	1
q124	1865	1
q125	330	1
q125	330	1
q125	345	1
q125	355	1
q125	359	1
q125	383	1
q126	272	1
q126	273	1
q126	274	1
q126	281	1
q126	284	1
q127	1320	1
q127	1338	1
q127	1338	1
q127	1313	1
q127	1321	1
q127	1330	1
q127	1335	1
q127	1337	1
q127	1266	1
q127	1250	1
q127	1237	1
q127	1365	1
q127	1370	1
q127	1371	1
q127	1372	1
q128	1688	1
q128	1666	1
q129	330	1
q130	1243	1
q130	1365	1
q130	1792	1
q130	1795	1
q130	1796	1
q130	1813	1
q130	1814	1
q131	1365	1
q131	1925	1
q132	1365	1
q132	1320	1
q132	1338	1
q132	1338	1
q132	1371	1
q133	1320	1
q133	1335	1
q133	1337	1
q133	1340	1
q133	1365	1
q133	1366	1
q134	1365	1
q134	1366	1
q135	1365	1
q135	1320	1
q135	1338	1
q135	1340	1
q135	1917	1
q136	330	1
q136	345	1
q137	330	1
q137	345	1
q138	852	1
q139	330	1
q140	345	1
q140	330	1
q141	345	1
q142	1320	1
q142	1338	1
q142	1246	1
q143	330	1
q143	330	1
q143	345	1
q143	345	1
q143	355	1
q143	359	1
q143	309	1
q143	393	1
q143	383	1
q144	1365	1
q145	1449	1
q145	1321	1
q145	1328	1
q145	1338	1
q145	1320	1
q145	1792	1
q146	330	1
q147	1365	1
q147	1366	1
q147	1792	1
q147	1320	1
q148	1865	1
q149	359	1
q149	330	1
q150	433	1
q150	434	1
q150	436	1
q151	1550	1
q151	1239	1
q151	1242	1
q151	1246	1
q151	1267	1
q151	1250	1
q151	832	1
q151	1100	1
q151	1131	1
q151	1238	1
q152	436	1
q152	433	1
q152	434	1
q153	330	1
q153	345	1
q153	383	1
q154	272	1
q154	274	1
q154	280	1
q155	330	1
q155	345	1
q155	345	1
q155	355	1
q155	359	1
q155	309	1
q155	383	1
q155	393	1
q156	330	1
q156	330	1
q156	345	1
q156	355	1
q156	359	1
q156	383	1
q157	330	1
q157	345	1
q157	355	1
q157	359	1
q157	309	1
q157	393	1
q157	383	1
q158	1365	1
q158	613	1
q158	1792	1
q158	1925	1
q158	1917	1
q158	1178	1
q159	1365	1
q159	1865	1
q160	1365	1
q161	1234	1
q161	1238	1
q161	1239	1
q161	1243	1
q161	1267	1
q161	1338	1
q161	1865	1
q162	1320	1
q162	1338	1
q162	1246	1
q163	1866	1
q164	433	1
q164	434	1
q164	436	1
q164	439	1
q165	345	1
q166	1320	1
q166	1330	1
q166	1335	1
q166	1868	1
q166	1870	1
q167	330	1
q168	1238	1
q168	1239	1
q168	1246	1
q168	1865	1
q169	330	1
q169	345	1
q169	383	1
q170	1365	1
q171	345	1
q171	345	1
q171	355	1
q171	359	1
q171	330	1
q171	330	1
q171	330	1
q171	383	1
q171	309	1
q171	393	1
q172	272	1
q172	274	1
q172	280	1
q173	433	1
q173	434	1
q173	436	1
q173	440	1
q173	433	1
q174	1365	1
q175	1338	1
q175	1320	1
q175	1337	1
q175	1365	1
q175	1244	1
q175	1245	1
q175	1917	1
q176	1365	1
q176	1338	1
q176	1238	1
q176	1341	1
q177	1238	1
q177	1338	1
q178	1238	1
q178	1365	1
q178	1366	1
q179	1917	1
q180	1338	1
q181	1365	1
q182	330	1
q182	345	1
q183	1365	1
q183	1320	1
q183	1338	1
q183	1340	1
q183	1925	1
q184	330	1
q185	330	1
q185	330	1
q185	330	1
q185	345	1
q185	355	1
q185	359	1
q185	309	1
q185	393	1
q185	383	1
q186	1238	1
q186	1246	1
q187	1320	1
q187	1338	1
q187	1246	1
q187	1340	1
q188	1365	1
q189	330	1
q190	1865	1
q191	433	1
q191	434	1
q191	436	1
q191	440	1
q191	449	1
q191	441	1
q191	452	1
q191	330	1
q191	1338	1
q191	1320	1
q192	272	1
q192	274	1
q192	284	1
q193	1365	1
q194	330	1
q194	330	1
q194	309	1
q194	393	1
q194	345	1
q194	355	1
q194	359	1
q195	1365	1
q196	1478	1
q196	1266	1
q196	1328	1
q197	1365	1
q197	1366	1
q197	1367	1
q197	1865	1
q198	1320	1
q198	1338	1
q198	1238	1
q198	1243	1
q198	1246	1
q198	1247	1
q198	1250	1
q199	1365	1
q200	436	1
q200	433	1
q200	434	1
q200	440	1
q201	330	1
q201	345	1
q202	1267	1
q202	1239	1
q203	1320	1
q203	1338	1
q203	1339	1
q203	1238	1
q203	1243	1
q203	1245	1
q204	1320	1
q205	1868	1
q205	1870	1
q206	1238	1
q206	1320	1
q206	1338	1
q207	1338	1
q207	1238	1
q207	1243	1
q207	1244	1
q208	1365	1
q209	330	1
q209	393	1
q210	1365	1
q211	1239	1
q211	1267	1
q211	1365	1
q211	1320	1
q211	1238	1
q211	1321	1
q211	1338	1
q211	1868	1
q211	1870	1
q211	1905	1
q211	1906	1
q211	1907	1
q211	1908	1
q211	1865	1
q212	1365	1
q212	1917	1
q213	330	1
q213	345	1
q213	383	1
q214	1365	1
q214	1366	1
q214	544	1
q214	1559	1
q214	1830	1
q215	1365	1
q216	1320	1
q216	1337	1
q216	1338	1
q216	1365	1
q216	1457	1
q216	1475	1
q216	1870	1
q217	1365	1
q218	1365	1
q218	1234	1
q218	1238	1
q218	1243	1
q219	1917	1
q219	1925	1
q219	1865	1
q220	1365	1
q221	1365	1
q221	1338	1
q221	1320	1
q221	1238	1
q221	1243	1
q222	1320	1
q222	1313	1
q222	1754	1
q222	1865	1
q223	1865	1
q223	1906	1
q224	280	1
q224	272	1
q225	1365	1
q225	1366	1
q225	1338	1
q225	1320	1
q225	1559	1
q226	1365	1
q226	1320	1
q226	1338	1
q226	1338	1
q226	1457	1
q226	584	1
q227	1320	1
q227	1329	1
q227	1330	1
q227	330	1
q228	1917	1
q229	330	1
q229	345	1
q229	355	1
q229	359	1
q229	383	1
q230	345	1
q230	355	1
q230	359	1
q230	330	1
q230	330	1
q230	383	1
q231	833	1
q232	1178	1
q232	1238	1
q232	1320	1
q232	1338	1
q232	1340	1
q233	1365	1
q234	1338	1
q234	1238	1
q234	1243	1
q235	345	1
q235	330	1
q236	1234	1
q236	1238	1
q236	1267	1
q236	1320	1
q237	1320	1
q237	1338	1
q237	1365	1
q237	1238	1
q237	1243	1
q238	1865	1
q239	330	1
q240	1320	1
q240	1338	1
q240	1666	1
q240	1682	1
q240	1792	1
q240	1796	1
q240	1917	1
q241	1313	1
q241	1320	1
q241	1234	1
q241	1238	1
q241	1239	1
q241	1243	1
q242	433	1
q242	434	1
q242	436	1
q242	439	1
q242	440	1
q242	433	1
q243	330	1
q244	330	1
q244	345	1
q245	345	1
q246	330	1
q246	345	1
q247	330	1
q247	345	1
q247	383	1
q248	1365	1
q248	1339	1
q248	1338	1
q249	1320	1
q249	1365	1
q250	1243	1
q250	1320	1
q250	1865	1
q251	1365	1
q251	1366	1
q251	1367	1
q251	1372	1
q251	1373	1
q251	1376	1
q252	433	1
q253	1365	1
q253	1320	1
q254	1865	1
q255	330	1
q255	330	1
q255	345	1
q255	355	1
q255	359	1
q255	383	1
q256	330	1
q257	330	1
q257	330	1
q257	345	1
q257	345	1
q257	355	1
q257	359	1
q257	383	1
q257	309	1
q257	393	1
q258	1365	1
q259	1239	1
q259	1243	1
q260	330	1
q260	345	1
q261	913	1
q261	881	1
q261	914	1
q261	915	1
q261	834	1
q261	1917	1
q262	1858	1
q263	330	1
q263	330	1
q263	345	1
q263	355	1
q263	359	1
q263	309	1
q263	393	1
q263	383	1
q264	1365	1
q264	1865	1
q265	330	1
q266	330	1
q266	345	1
q266	355	1
q266	359	1
q266	383	1
q267	1243	1
q267	1320	1
q267	1338	1
q268	1365	1
q269	1865	1
q270	272	1
q270	274	1
q270	280	1
q271	1338	1
q272	1313	1
q272	1320	1
q272	1338	1
q272	1243	1
q273	330	1
q273	345	1
q273	309	1
q273	359	1
q273	383	1
q273	393	1
q274	1865	1
q274	1320	1
q274	1338	1
q274	1313	1
q274	1131	1
q274	1238	1
q274	1243	1
q275	330	1
q276	1868	1
q277	1365	1
q277	1338	1
q277	1238	1
q277	1320	1
q277	1321	1
q277	1330	1
q277	1234	1
q277	1337	1
q278	439	1
q278	436	1
q278	433	1
q278	434	1
q278	452	1
q278	449	1
q278	441	1
q278	1453	1
q279	330	1
q279	330	1
q279	345	1
q279	355	1
q279	359	1
q279	309	1
q279	393	1
q279	383	1
q280	330	1
q280	340	1
q280	345	1
q281	330	1
q282	1576	1
q282	1575	1
q282	1579	1
q282	1320	1
q282	1238	1
q282	1243	1
q282	1267	1
q283	330	1
q283	330	1
q283	330	1
q283	309	1
q283	345	1
q283	345	1
q283	355	1
q283	359	1
q283	383	1
q283	393	1
q284	1365	1
q284	433	1
q284	1370	1
q284	1371	1
q284	1372	1
q285	1365	1
q286	330	1
q286	330	1
q286	345	1
q286	355	1
q286	359	1
q286	383	1
q286	309	1
q286	393	1
q287	330	1
q287	330	1
q287	383	1
q288	1365	1
q289	272	1
q289	274	1
q290	1365	1
q290	1457	1
q290	1458	1
q290	1320	1
q290	1338	1
q290	1868	1
q290	1238	1
q290	1792	1
q290	1793	1
q290	1796	1
q290	584	1
q291	1365	1
q292	345	1
q293	330	1
q293	345	1
q293	355	1
q293	359	1
q293	383	1
q294	1365	1
q294	1576	1
q295	1868	1
q295	1870	1
q296	1868	1
q296	1907	1
q297	345	1
q298	433	1
q298	434	1
q298	436	1
q298	440	1
q298	370	1
q299	1365	1
q300	1365	1
q301	1320	1
q301	1267	1
q301	1266	1
q301	1365	1
q301	1338	1
q301	1243	1
q301	1792	1
q301	1793	1
q301	1795	1
q301	1803	1
q301	1812	1
q301	1548	1
q301	1548	1
q301	1550	1
q301	1551	1
q301	1560	1
q302	1365	1
q302	1321	1
q302	17	1
q303	832	1
q303	852	1
q303	852a	1
q303	119	1
q304	1868	1
q304	1870	1
q305	280	1
q306	1320	1
q306	1338	1
q306	1238	1
q307	436	1
q307	433	1
q307	434	1
q307	452	1
q307	440	1
q307	449	1
q307	453	1
q307	330	1
q308	1365	1
q308	1946	1
q308	1923	1
q308	1865	1
q309	330	1
q310	1238	1
q310	1239	1
q310	1243	1
q310	1250	1
q310	1313	1
q310	1338	1
q310	1388	1
q311	1338	1
q312	345	1
q313	272	1
q313	273	1
q313	274	1
q313	281	1
q313	284	1
q314	1925	1
q315	1320	1
q315	1321	1
q315	1335	1
q315	1338	1
q315	1234	1
q315	1765	1
q315	1767	1
q316	1365	1
q317	1243	1
q317	1320	1
q317	1338	1
q318	436	1
q318	433	1
q318	434	1
q318	452	1
q318	449	1
q318	441	1
q318	453	1
q318	440	1
q318	330	1
q319	1320	1
q319	1338	1
q319	1365	1
q319	1238	1
q319	1925	1
q319	1370	1
q319	1371	1
q319	1372	1
q320	433	1
q320	434	1
q320	436	1
q320	433	1
q321	1320	1
q321	1321	1
q321	1322	1
q321	1323	1
q321	1324	1
q321	1325	1
q321	1326	1
q321	1327	1
q321	1328	1
q321	1338	1
q321	1365	1
q321	1366	1
q321	1367	1
q321	1459	1
q321	1491	1
q321	1511	1
q321	1513	1
q321	1865	1
q321	1868	1
q321	1870	1
q321	1875	1
q322	1865	1
q323	330	1
q323	345	1
q324	1365	1
q324	1338	1
q324	1238	1
q325	1320	1
q325	1313	1
q325	1330	1
q325	1338	1
q325	1238	1
q325	1243	1
q326	1320	1
q326	1338	1
q326	1238	1
q326	1365	1
q327	330	1
q327	345	1
q328	433	1
q328	434	1
q328	436	1
q328	439	1
q328	449	1
q328	441	1
q328	452	1
q328	330	1
q328	1453	1
q329	1365	1
q330	1238	1
q330	1339	1
q331	330	1
q332	1365	1
q332	1239	1
q332	1320	1
q332	1338	1
q332	1340	1
q332	1917	1
q333	1865	1
q333	1925	1
q334	330	1
q335	833	1
q335	100	1
q336	1365	1
q337	1365	1
q337	1320	1
q338	1365	1
q338	1243	1
q338	1338	1
q338	1340	1
q338	1313	1
q338	1320	1
q339	330	1
q339	345	1
q339	355	1
q339	359	1
q339	383	1
q340	330	1
q340	345	1
q340	383	1
q341	330	1
q342	1365	1
q342	1366	1
q343	1365	1
q344	330	1
q345	330	1
q345	1330	1
q346	1365	1
q346	1320	1
q346	1238	1
q347	1243	1
q347	1238	1
q347	1313	1
q347	1320	1
q347	1321	1
q347	1330	1
q347	1335	1
q347	1337	1
q347	1338	1
q348	1320	1
q348	1338	1
q348	1548	1
q348	1550	1
q348	1570	1
q348	1571	1
q348	1865	1
q348	1868	1
q349	1365	1
q349	1320	1
q349	1329	1
q349	1330	1
q349	1337	1
q349	1868	1
q350	1365	1
q351	330	1
q352	1916	1
q352	1917	1
q352	1918	1
q352	1920	1
q353	436	1
q353	433	1
q353	434	1
q353	439	1
q353	330	1
q353	449	1
q353	443	1
q354	1888	1
q355	330	1
q355	345	1
q355	383	1
q356	852	1
q357	330	1
q358	330	1
q358	345	1
q358	340	1
q358	359	1
q358	309	1
q358	393	1
q358	383	1
q359	272	1
q359	274	1
q360	1868	1
q360	1870	1
q361	330	1
q361	345	1
q361	355	1
q361	359	1
q361	383	1
q361	393	1
q362	330	1
q362	345	1
q363	1365	1
q363	1356	1
q364	1365	1
q365	1320	1
q365	1321	1
q365	1330	1
q365	1335	1
q365	1337	1
q365	1338	1
q365	1340	1
q365	1238	1
q365	1243	1
q366	330	1
q366	345	1
q366	355	1
q366	359	1
q366	383	1
q366	309	1
q366	393	1
q367	359	1
q367	436	1
q367	433	1
q367	345	1
q367	434	1
q367	433	1
q368	330	1
q368	330	1
q368	345	1
q368	355	1
q368	359	1
q368	383	1
q369	330	1
q369	330	1
q369	340	1
q369	345	1
q369	355	1
q369	359	1
q369	383	1
q370	1365	1
q370	1131	1
q371	1320	1
q371	1321	1
q371	1324	1
q371	1338	1
q371	1342	1
q371	1449	1
q371	1238	1
q371	1239	1
q371	1246	1
q371	1266	1
q371	1267	1
q371	1792	1
q371	1795	1
q371	1797	1
q371	1807	1
q372	284	1
q372	280	1
q373	272	1
q373	274	1
q373	280	1
q374	1868	1
q374	1870	1
q375	1365	1
q376	1365	1
q376	1320	1
q376	1313	1
q376	1338	1
q376	1238	1
q376	1767	1
q376	1329	1
q376	1330	1
q376	1337	1
q377	1243	1
q377	1338	1
q377	1340	1
q377	1315	1
q377	1246	1
q377	1365	1
q377	571	1
q377	1865	1
q378	139	1
q379	1320	1
q379	1338	1
q379	1238	1
q379	1243	1
q379	1178	1
q380	1338	1
q380	1266	1
q380	1365	1
q380	1243	1
q381	330	1
q381	345	1
q381	355	1
q381	359	1
q381	383	1
q382	330	1
q382	345	1
q382	383	1
q383	1243	1
q383	1459	1
q383	613	1
q384	1917	1
q385	1365	1
q385	1865	1
q386	330	1
q387	345	1
q387	355	1
q387	359	1
q387	330	1
q387	330	1
q387	383	1
q388	330	1
q388	345	1
q389	1338	1
q389	1238	1
q389	1243	1
q389	1865	1
q390	330	1
q390	330	1
q390	330	1
q390	345	1
q390	355	1
q390	359	1
q390	383	1
q391	1238	1
q391	1243	1
q391	1239	1
q391	1250	1
q391	1320	1
q391	1321	1
q391	1329	1
q391	1330	1
q391	1332	1
q391	1333	1
q391	1337	1
q391	1338	1
q391	1313	1
q391	1548	1
q391	1866	1
q391	1550	1
q391	1556	1
q391	1557	1
q391	1560	1
q391	1851	1
q392	1365	1
q393	309	1
q393	330	1
q393	345	1
q393	355	1
q393	359	1
q393	383	1
q393	393	1
q394	1243	1
q395	330	1
q395	345	1
q395	383	1
q396	1365	1
q397	330	1
q397	345	1
q397	355	1
q397	359	1
q397	383	1
q398	433	1
q398	434	1
q398	436	1
q398	437	1
q398	446	1
q398	462	1
q399	330	1
q399	330	1
q399	345	1
q399	355	1
q399	359	1
q399	383	1
q400	1868	1
q400	1870	1
q401	330	1
q401	345	1
q401	355	1
q401	359	1
q401	383	1
q402	1792	1
q402	1795	1
q402	1320	1
q403	1365	1
q404	1238	1
q404	1243	1
q404	1131	1
q404	1365	1
q404	1865	1
q405	330	1
q405	330	1
q405	345	1
q405	355	1
q405	359	1
q405	383	1
q406	1246	1
q406	1243	1
q406	1320	1
q406	1233	1
q406	1338	1
q406	1238	1
q406	1244	1
q406	1870	1
q407	1338	1
q407	1131	1
q407	1365	1
q407	1243	1
q407	1246	1
q408	1338	1
q409	1233	1
q409	1320	1
q409	1337	1
q409	1338	1
q409	1339	1
q409	1234	1
q409	1238	1
q409	1365	1
q410	345	1
q410	330	1
q410	309	1
q410	393	1
q411	1365	1
q412	1365	1
q412	1366	1
q412	1367	1
q412	1243	1
q412	1244	1
q412	1245	1
q413	1365	1
q413	1339	1
q413	1238	1
q414	1365	1
q414	1548	1
q414	1550	1
q414	1570	1
q414	1571	1
q414	1575	1
q414	1792	1
q414	1320	1
q414	833	1
q414	1100	1
q414	1865	1
q415	330	1
q415	330	1
q415	345	1
q415	355	1
q415	359	1
q415	309	1
q415	393	1
q415	383	1
q416	1320	1
q417	1320	1
q417	1237	1
q417	1236	1
q417	1243	1
q418	1792	1
q418	1793	1
q418	1795	1
q418	1803	1
q418	1812	1
q418	1320	1
q418	1338	1
q419	330	1
q419	330	1
q419	345	1
q419	355	1
q419	359	1
q419	383	1
q420	1835	1
q421	833	1
q421	1338	1
q421	1234	1
q421	1246	1
q422	345	1
q422	330	1
q422	383	1
q423	1320	1
q423	1321	1
q423	1322	1
q423	1323	1
q423	1324	1
q423	1325	1
q423	1328	1
q423	1335	1
q423	1337	1
q423	1338	1
q423	1365	1
q424	1865	1
q425	330	1
q425	345	1
q425	355	1
q425	359	1
q425	383	1
q426	1238	1
q426	1239	1
q426	1244	1
q426	1245	1
q426	1246	1
q426	1247	1
q426	1250	1
q426	1320	1
q426	1338	1
q427	1365	1
q427	613	1
q427	1238	1
q427	1243	1
q427	1371	1
q427	1372	1
q427	1917	1
q427	1865	1
q428	330	1
q428	345	1
q428	355	1
q428	359	1
q428	309	1
q428	393	1
q428	383	1
q429	1320	1
q429	1340	1
q429	1874	1
q430	1238	1
q430	1243	1
q430	1239	1
q430	1865	1
q430	1320	1
q430	1321	1
q430	1338	1
q431	1917	1
q431	1315	1
q431	1338	1
q431	1340	1
q432	439	1
q432	436	1
q432	434	1
q432	433	1
q433	1365	1
q433	1865	1
q434	330	1
q434	345	1
q435	1365	1
q435	1367	1
q435	1243	1
q435	1335	1
q435	1337	1
q435	1266	1
q435	1267	1
q435	1923	1
q435	1925	1
q436	330	1
q436	330	1
q436	330	1
q436	345	1
q436	345	1
q436	355	1
q436	359	1
q436	309	1
q436	393	1
q436	383	1
q437	1238	1
q437	1239	1
q437	1243	1
q437	1131	1
q437	1865	1
q438	330	1
q438	345	1
q438	383	1
q439	433	1
q439	434	1
q439	436	1
q439	437	1
q439	446	1
q440	1365	1
q440	1366	1
q440	1367	1
q440	1865	1
q441	1365	1
q441	1917	1
q442	1365	1
q443	1338	1
q443	1618	1
q443	1820	1
q443	1831	1
q443	1832	1
q443	1840	1
q444	1865	1
q445	1404	1
q445	1405	1
q445	1406	1
q445	1407	1
q445	1408	1
q445	1409	1
q445	1410	1
q445	1411	1
q445	1412	1
q446	1243	1
q446	1338	1
q446	1320	1
q446	1313	1
q446	1238	1
q446	1239	1
q446	1243	1
q446	180	1
q446	1865	1
q447	330	1
q448	330	1
q448	330	1
q448	345	1
q448	355	1
q448	359	1
q448	383	1
q449	1320	1
q449	1337	1
q449	1365	1
q450	330	1
q450	345	1
q451	272	1
q451	274	1
q451	280	1
q452	1865	1
q453	1320	1
q454	1365	1
q454	1320	1
q455	1365	1
q455	1234	1
q455	1238	1
q455	1243	1
q455	1233	1
q455	1320	1
q455	1338	1
q455	1339	1
q456	330	1
q456	340	1
q456	345	1
q456	355	1
q456	359	1
q456	309	1
q456	393	1
q456	383	1
q457	1320	1
q457	1340	1
q458	1238	1
q458	1243	1
q459	1865	1
q459	1917	1
q460	330	1
q461	1365	1
q462	119	1
q463	1365	1
q464	1320	1
q464	1238	1
q464	1243	1
q464	1239	1
q464	1250	1
q464	1328	1
q464	1338	1
q464	1365	1
q464	1548	1
q464	1550	1
q464	1559	1
q464	1886	1
q465	1320	1
q465	1338	1
q466	1917	1
q467	1338	1
q467	1320	1
q467	1239	1
q467	1243	1
q467	1865	1
q468	1865	1
q469	330	1
q469	345	1
q470	1865	1
q471	1478	1
q472	1338	1
q472	1320	1
q472	1321	1
q472	1238	1
q472	1243	1
q472	1234	1
q472	1886	1
q472	1865	1
q473	1320	1
q473	1338	1
q473	1313	1
q473	1238	1
q473	1458	1
q473	1886	1
q474	1	1
q474	100	1
q474	101	1
q475	1320	1
q476	1365	1
q476	1863	1
q476	1870	1
q476	1967	1
q477	1338	1
q478	1320	1
q478	1338	1
q478	1238	1
q478	1239	1
q478	1313	1
q478	1315	1
q478	1317	1
q478	1340	1
q478	1865	1
q479	330	1
q479	345	1
q480	330	1
q480	345	1
q480	383	1
q481	330	1
q481	345	1
q482	280	1
q483	1835	1
q484	1858	1
q484	1917	1
q485	1365	1
q486	330	1
q486	393	1
q487	330	1
q488	1865	1
q488	1320	1
q488	1330	1
q488	1338	1
q488	1321	1
q488	1317	1
q488	1340	1
q488	1267	1
q489	280	1
q490	1365	1
q491	330	1
q491	330	1
q491	345	1
q491	355	1
q491	359	1
q491	383	1
q492	1365	1
q492	1917	1
q493	1917	1
q493	1338	1
q493	1858	1
q493	830	1
q493	1100	1
q494	1320	1
q494	1321	1
q494	1338	1
q494	1238	1
q494	1234	1
q494	1243	1
q494	1865	1
q494	1886	1
q495	1365	1
q496	1365	1
q497	1320	1
q497	1338	1
q497	531	1
q497	1917	1
q498	330	1
q498	345	1
q498	355	1
q498	359	1
q498	383	1
q499	345	1
q500	1835	1
q501	1365	1
q501	1366	1
q501	1243	1
q501	1865	1
q501	1320	1
q501	1313	1
q501	1338	1
q501	1335	1
q501	1337	1
q501	1321	1
q501	1322	1
q501	1323	1
q501	1324	1
q501	1325	1
q501	1328	1
q502	1320	1
q502	1338	1
q502	1340	1
